State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Karnataka,GADAG,Small millets,2002-03,Kharif,1065,Hectare,552,Tonnes,0.518309859
Karnataka,GADAG,Small millets,2003-04,Kharif,687,Hectare,398,Tonnes,0.579330422
Karnataka,GULBARGA,Small millets,2001-02,Kharif,887,Hectare,565,Tonnes,0.636978579
Karnataka,GULBARGA,Small millets,2002-03,Kharif,648,Hectare,383,Tonnes,0.591049383
Karnataka,GULBARGA,Small millets,2003-04,Kharif,785,Hectare,450,Tonnes,0.573248408
Karnataka,HASSAN,Small millets,2001-02,Kharif,160,Hectare,103,Tonnes,0.64375
Karnataka,HASSAN,Small millets,2002-03,Kharif,145,Hectare,111,Tonnes,0.765517241
Karnataka,HAVERI,Small millets,2001-02,Kharif,11564,Hectare,10636,Tonnes,0.919750951
Karnataka,HAVERI,Small millets,2002-03,Kharif,12705,Hectare,11033,Tonnes,0.868398268
Karnataka,HAVERI,Small millets,2003-04,Kharif,11795,Hectare,8006,Tonnes,0.678762187
Karnataka,KOLAR,Small millets,2001-02,Kharif,619,Hectare,536,Tonnes,0.865912763
Karnataka,KOLAR,Small millets,2002-03,Kharif,243,Hectare,213,Tonnes,0.87654321
Karnataka,KOLAR,Small millets,2003-04,Kharif,1863,Hectare,1071,Tonnes,0.574879227
Karnataka,KOPPAL,Small millets,2001-02,Kharif,13683,Hectare,3107,Tonnes,0.227070087
Karnataka,KOPPAL,Small millets,2002-03,Kharif,2568,Hectare,173,Tonnes,0.067367601
Karnataka,KOPPAL,Small millets,2003-04,Kharif,7487,Hectare,9887,Tonnes,1.32055563
Karnataka,MANDYA,Small millets,2001-02,Kharif,8,Hectare,7,Tonnes,0.875
Karnataka,MANDYA,Small millets,2002-03,Kharif,3,Hectare,0.1,Tonnes,0.033333333
Karnataka,MANDYA,Small millets,2003-04,Kharif,1,Hectare,0,Tonnes,0
Karnataka,RAICHUR,Small millets,2001-02,Kharif,1065,Hectare,395,Tonnes,0.370892019
Karnataka,RAICHUR,Small millets,2002-03,Kharif,803,Hectare,179,Tonnes,0.222914072
Karnataka,RAICHUR,Small millets,2003-04,Kharif,610,Hectare,355,Tonnes,0.581967213
Karnataka,SHIMOGA,Small millets,2001-02,Kharif,18,Hectare,15,Tonnes,0.833333333
Karnataka,SHIMOGA,Small millets,2002-03,Kharif,14,Hectare,11,Tonnes,0.785714286
Karnataka,TUMKUR,Small millets,2001-02,Kharif,4012,Hectare,2080,Tonnes,0.518444666
Karnataka,TUMKUR,Small millets,2002-03,Kharif,4118,Hectare,1496,Tonnes,0.363283147
Karnataka,TUMKUR,Small millets,2003-04,Kharif,5044,Hectare,1641,Tonnes,0.325337034
Karnataka,BAGALKOT,Soyabean,2001-02,Kharif,410,Hectare,303,Tonnes,0.73902439
Karnataka,BAGALKOT,Soyabean,2002-03,Kharif,1349,Hectare,728,Tonnes,0.539659007
Karnataka,BAGALKOT,Soyabean,2003-04,Kharif,272,Hectare,119,Tonnes,0.4375
Karnataka,BELGAUM,Soyabean,2001-02,Kharif,42588,Hectare,35846,Tonnes,0.841692496
Karnataka,BELGAUM,Soyabean,2002-03,Kharif,49707,Hectare,42830,Tonnes,0.861649265
Karnataka,BELGAUM,Soyabean,2003-04,Kharif,62203,Hectare,27124,Tonnes,0.436056139
Karnataka,BIDAR,Soyabean,2001-02,Kharif,125,Hectare,104,Tonnes,0.832
Karnataka,BIDAR,Soyabean,2002-03,Kharif,382,Hectare,317,Tonnes,0.829842932
Karnataka,BIDAR,Soyabean,2003-04,Kharif,12325,Hectare,5936,Tonnes,0.481622718
Karnataka,DAVANGERE,Soyabean,2002-03,Kharif,4,Hectare,3,Tonnes,0.75
Karnataka,DAVANGERE,Soyabean,2003-04,Kharif,4,Hectare,2,Tonnes,0.5
Karnataka,DHARWAD,Soyabean,2001-02,Kharif,5027,Hectare,3720,Tonnes,0.740003979
Karnataka,DHARWAD,Soyabean,2002-03,Kharif,5720,Hectare,3565,Tonnes,0.623251748
Karnataka,DHARWAD,Soyabean,2003-04,Kharif,18343,Hectare,11710,Tonnes,0.638390667
Karnataka,GULBARGA,Soyabean,2001-02,Kharif,16,Hectare,13,Tonnes,0.8125
Karnataka,GULBARGA,Soyabean,2002-03,Kharif,21,Hectare,17,Tonnes,0.80952381
Karnataka,GULBARGA,Soyabean,2003-04,Kharif,177,Hectare,85,Tonnes,0.480225989
Karnataka,HASSAN,Soyabean,2001-02,Kharif,18,Hectare,15,Tonnes,0.833333333
Karnataka,HASSAN,Soyabean,2002-03,Kharif,2,Hectare,2,Tonnes,1
Karnataka,HASSAN,Soyabean,2003-04,Kharif,5,Hectare,2,Tonnes,0.4
Karnataka,HAVERI,Soyabean,2001-02,Kharif,177,Hectare,147,Tonnes,0.830508475
Karnataka,HAVERI,Soyabean,2002-03,Kharif,327,Hectare,272,Tonnes,0.831804281
Karnataka,HAVERI,Soyabean,2003-04,Kharif,544,Hectare,262,Tonnes,0.481617647
Karnataka,MANDYA,Soyabean,2001-02,Kharif,11,Hectare,9,Tonnes,0.818181818
Karnataka,MANDYA,Soyabean,2002-03,Kharif,29,Hectare,24,Tonnes,0.827586207
Karnataka,MANDYA,Soyabean,2003-04,Kharif,20,Hectare,10,Tonnes,0.5
Karnataka,MYSORE,Soyabean,2001-02,Kharif,67,Hectare,56,Tonnes,0.835820896
Karnataka,SHIMOGA,Soyabean,2002-03,Kharif,2,Hectare,2,Tonnes,1
Karnataka,TUMKUR,Soyabean,2001-02,Kharif,5,Hectare,4,Tonnes,0.8
Karnataka,TUMKUR,Soyabean,2003-04,Kharif,11,Hectare,5,Tonnes,0.454545455
Karnataka,BAGALKOT,Sugarcane,2001-02,Whole Year,60450,Hectare,5570468,Tonnes,92.15000827
Karnataka,BAGALKOT,Sugarcane,2002-03,Whole Year,58694,Hectare,5241374,Tonnes,89.29999659
Karnataka,BAGALKOT,Sugarcane,2003-04,Whole Year,38744,Hectare,2834124,Tonnes,73.15001032
Karnataka,BANGALORE RURAL,Sugarcane,2001-02,Whole Year,1608,Hectare,129846,Tonnes,80.75
Karnataka,BANGALORE RURAL,Sugarcane,2002-03,Whole Year,1959,Hectare,180522,Tonnes,92.15007657
Karnataka,BANGALORE RURAL,Sugarcane,2003-04,Whole Year,589,Hectare,39728,Tonnes,67.44991511
Karnataka,BELGAUM,Sugarcane,2001-02,Whole Year,156043,Hectare,10969823,Tonnes,70.30000064
Karnataka,BELGAUM,Sugarcane,2002-03,Whole Year,145133,Hectare,10892232,Tonnes,75.05000241
Karnataka,BELGAUM,Sugarcane,2003-04,Whole Year,105237,Hectare,4898782,Tonnes,46.54999667
Karnataka,BELLARY,Sugarcane,2001-02,Whole Year,7666,Hectare,750118,Tonnes,97.84998696
Karnataka,BELLARY,Sugarcane,2002-03,Whole Year,5327,Hectare,384609,Tonnes,72.19992491
Karnataka,BELLARY,Sugarcane,2003-04,Whole Year,1831,Hectare,121762,Tonnes,66.50027307
Karnataka,BENGALURU URBAN,Sugarcane,2001-02,Whole Year,50,Hectare,4038,Tonnes,80.76
Karnataka,BENGALURU URBAN,Sugarcane,2002-03,Whole Year,91,Hectare,7694,Tonnes,84.54945055
Karnataka,BENGALURU URBAN,Sugarcane,2003-04,Whole Year,5,Hectare,328,Tonnes,65.6
Karnataka,BIDAR,Sugarcane,2001-02,Whole Year,29225,Hectare,1415951,Tonnes,48.44999145
Karnataka,BIDAR,Sugarcane,2002-03,Whole Year,30943,Hectare,2234085,Tonnes,72.20001293
Karnataka,BIDAR,Sugarcane,2003-04,Whole Year,23197,Hectare,1476489,Tonnes,63.64999784
Karnataka,BIJAPUR,Sugarcane,2001-02,Whole Year,20460,Hectare,1069035,Tonnes,52.25
Karnataka,BIJAPUR,Sugarcane,2002-03,Whole Year,18537,Hectare,1355982,Tonnes,73.15002428
Karnataka,BIJAPUR,Sugarcane,2003-04,Whole Year,8068,Hectare,505864,Tonnes,62.70004958
Karnataka,CHAMARAJANAGAR,Sugarcane,2001-02,Whole Year,18026,Hectare,1729595,Tonnes,95.95001664
Karnataka,CHAMARAJANAGAR,Sugarcane,2002-03,Whole Year,16755,Hectare,1687228,Tonnes,100.6999702
Karnataka,CHAMARAJANAGAR,Sugarcane,2003-04,Whole Year,7581,Hectare,626570,Tonnes,82.65004617
Karnataka,CHIKMAGALUR,Sugarcane,2001-02,Whole Year,1867,Hectare,150760,Tonnes,80.7498661
Karnataka,CHIKMAGALUR,Sugarcane,2002-03,Whole Year,1790,Hectare,175152,Tonnes,97.85027933
Karnataka,CHIKMAGALUR,Sugarcane,2003-04,Whole Year,1274,Hectare,108927,Tonnes,85.5
Karnataka,CHITRADURGA,Sugarcane,2001-02,Whole Year,2231,Hectare,180153,Tonnes,80.74988794
Karnataka,CHITRADURGA,Sugarcane,2002-03,Whole Year,1385,Hectare,114470,Tonnes,82.64981949
Karnataka,CHITRADURGA,Sugarcane,2003-04,Whole Year,330,Hectare,22258,Tonnes,67.44848485
Karnataka,DAKSHIN KANNAD,Sugarcane,2001-02,Whole Year,378,Hectare,30524,Tonnes,80.75132275
Karnataka,DAKSHIN KANNAD,Sugarcane,2002-03,Whole Year,197,Hectare,16656,Tonnes,84.54822335
Karnataka,DAKSHIN KANNAD,Sugarcane,2003-04,Whole Year,23,Hectare,1508,Tonnes,65.56521739
Karnataka,DAVANGERE,Sugarcane,2001-02,Whole Year,22295,Hectare,2181566,Tonnes,97.85001121
Karnataka,DAVANGERE,Sugarcane,2002-03,Whole Year,19992,Hectare,2146141,Tonnes,107.34999
Karnataka,DAVANGERE,Sugarcane,2003-04,Whole Year,8150,Hectare,696825,Tonnes,85.5
Karnataka,DHARWAD,Sugarcane,2001-02,Whole Year,2868,Hectare,209794,Tonnes,73.14993026
Karnataka,DHARWAD,Sugarcane,2002-03,Whole Year,3560,Hectare,223212,Tonnes,62.7
Karnataka,DHARWAD,Sugarcane,2003-04,Whole Year,3039,Hectare,98160,Tonnes,32.30009872
Karnataka,GADAG,Sugarcane,2001-02,Whole Year,535,Hectare,43201,Tonnes,80.74953271
Karnataka,GADAG,Sugarcane,2002-03,Whole Year,550,Hectare,46502,Tonnes,84.54909091
Karnataka,GADAG,Sugarcane,2003-04,Whole Year,92,Hectare,6031,Tonnes,65.55434783
Karnataka,GULBARGA,Sugarcane,2001-02,Whole Year,7861,Hectare,575032,Tonnes,73.14998092
Karnataka,GULBARGA,Sugarcane,2002-03,Whole Year,8228,Hectare,414280,Tonnes,50.35002431
Karnataka,GULBARGA,Sugarcane,2003-04,Whole Year,5724,Hectare,184885,Tonnes,32.29996506
Karnataka,HASSAN,Sugarcane,2001-02,Whole Year,7159,Hectare,720911,Tonnes,100.6999581
Karnataka,HASSAN,Sugarcane,2002-03,Whole Year,8610,Hectare,842488,Tonnes,97.84994193
Karnataka,HASSAN,Sugarcane,2003-04,Whole Year,3792,Hectare,392662,Tonnes,103.5501055
Karnataka,HAVERI,Sugarcane,2001-02,Whole Year,5763,Hectare,454413,Tonnes,78.85007808
Karnataka,HAVERI,Sugarcane,2002-03,Whole Year,3391,Hectare,125637,Tonnes,37.0501327
Karnataka,HAVERI,Sugarcane,2003-04,Whole Year,2246,Hectare,98150,Tonnes,43.69991095
Karnataka,KOLAR,Sugarcane,2001-02,Whole Year,1225,Hectare,123358,Tonnes,100.7004082
Karnataka,KOLAR,Sugarcane,2002-03,Whole Year,1268,Hectare,104800,Tonnes,82.64984227
Karnataka,KOLAR,Sugarcane,2003-04,Whole Year,692,Hectare,46018,Tonnes,66.5
Karnataka,KOPPAL,Sugarcane,2001-02,Whole Year,1418,Hectare,111809,Tonnes,78.84978843
Karnataka,KOPPAL,Sugarcane,2002-03,Whole Year,668,Hectare,41884,Tonnes,62.7005988
Karnataka,MANDYA,Sugarcane,2001-02,Whole Year,35063,Hectare,4263661,Tonnes,121.6000057
Karnataka,MANDYA,Sugarcane,2002-03,Whole Year,29686,Hectare,3356002,Tonnes,113.0499899
Karnataka,MANDYA,Sugarcane,2003-04,Whole Year,13042,Hectare,1474398,Tonnes,113.0499923
Karnataka,MYSORE,Sugarcane,2001-02,Whole Year,11009,Hectare,983104,Tonnes,89.30002725
Karnataka,MYSORE,Sugarcane,2002-03,Whole Year,13048,Hectare,1351120,Tonnes,103.5499693
Karnataka,MYSORE,Sugarcane,2003-04,Whole Year,9849,Hectare,1253778,Tonnes,127.3000305
Karnataka,RAICHUR,Sugarcane,2001-02,Whole Year,41,Hectare,3311,Tonnes,80.75609756
Karnataka,RAICHUR,Sugarcane,2002-03,Whole Year,142,Hectare,12006,Tonnes,84.54929577
Karnataka,RAICHUR,Sugarcane,2003-04,Whole Year,7,Hectare,459,Tonnes,65.57142857
Karnataka,SHIMOGA,Sugarcane,2001-02,Whole Year,9682,Hectare,1020967,Tonnes,105.4500103
Karnataka,SHIMOGA,Sugarcane,2002-03,Whole Year,9961,Hectare,1305887,Tonnes,131.09999
Karnataka,SHIMOGA,Sugarcane,2003-04,Whole Year,8333,Hectare,1029126,Tonnes,123.50006
Karnataka,TUMKUR,Sugarcane,2001-02,Whole Year,1736,Hectare,140182,Tonnes,80.75
Karnataka,TUMKUR,Sugarcane,2002-03,Whole Year,1426,Hectare,131406,Tonnes,92.15007013
Karnataka,TUMKUR,Sugarcane,2003-04,Whole Year,574,Hectare,38171,Tonnes,66.5
Karnataka,UDUPI,Sugarcane,2001-02,Whole Year,933,Hectare,75340,Tonnes,80.75026795
Karnataka,UDUPI,Sugarcane,2002-03,Whole Year,345,Hectare,29170,Tonnes,84.55072464
Karnataka,UDUPI,Sugarcane,2003-04,Whole Year,29,Hectare,1901,Tonnes,65.55172414
Karnataka,UTTAR KANNAD,Sugarcane,2001-02,Whole Year,1358,Hectare,109658,Tonnes,80.74963181
Karnataka,UTTAR KANNAD,Sugarcane,2002-03,Whole Year,1033,Hectare,64769,Tonnes,62.69990319
Karnataka,UTTAR KANNAD,Sugarcane,2003-04,Whole Year,893,Hectare,58536,Tonnes,65.54983203
Karnataka,BAGALKOT,Sunflower,2001-02,Kharif,8560,Hectare,6843,Tonnes,0.799415888
Karnataka,BAGALKOT,Sunflower,2001-02,Rabi,48590,Hectare,24663,Tonnes,0.507573575
Karnataka,BAGALKOT,Sunflower,2001-02,Summer,3442,Hectare,3365,Tonnes,0.977629285
Karnataka,BAGALKOT,Sunflower,2002-03,Kharif,22376,Hectare,11438,Tonnes,0.511172685
Karnataka,BAGALKOT,Sunflower,2002-03,Rabi,55498,Hectare,31053,Tonnes,0.559533677
Karnataka,BAGALKOT,Sunflower,2002-03,Summer,3207,Hectare,2809,Tonnes,0.875896476
Karnataka,BAGALKOT,Sunflower,2003-04,Kharif,11643,Hectare,9155,Tonnes,0.78630937
Karnataka,BAGALKOT,Sunflower,2003-04,Rabi,88095,Hectare,24320,Tonnes,0.276065611
Karnataka,BAGALKOT,Sunflower,2003-04,Summer,3232,Hectare,2693,Tonnes,0.833230198
Karnataka,BANGALORE RURAL,Sunflower,2001-02,Kharif,49,Hectare,32,Tonnes,0.653061224
Karnataka,BANGALORE RURAL,Sunflower,2001-02,Rabi,2,Hectare,2,Tonnes,1
Karnataka,BANGALORE RURAL,Sunflower,2001-02,Summer,41,Hectare,33,Tonnes,0.804878049
Karnataka,BANGALORE RURAL,Sunflower,2002-03,Kharif,8,Hectare,6,Tonnes,0.75
Karnataka,BANGALORE RURAL,Sunflower,2002-03,Rabi,10,Hectare,7,Tonnes,0.7
Karnataka,BANGALORE RURAL,Sunflower,2002-03,Summer,4,Hectare,2,Tonnes,0.5
Karnataka,BANGALORE RURAL,Sunflower,2003-04,Kharif,3,Hectare,2,Tonnes,0.666666667
Karnataka,BANGALORE RURAL,Sunflower,2003-04,Rabi,129,Hectare,99,Tonnes,0.76744186
Karnataka,BANGALORE RURAL,Sunflower,2003-04,Summer,412,Hectare,218,Tonnes,0.529126214
Karnataka,BELGAUM,Sunflower,2001-02,Kharif,3201,Hectare,2501,Tonnes,0.781318338
Karnataka,BELGAUM,Sunflower,2001-02,Rabi,5687,Hectare,3052,Tonnes,0.536662564
Karnataka,BELGAUM,Sunflower,2001-02,Summer,771,Hectare,630,Tonnes,0.817120623
Karnataka,BELGAUM,Sunflower,2002-03,Kharif,9632,Hectare,4590,Tonnes,0.476536545
Karnataka,BELGAUM,Sunflower,2002-03,Rabi,10272,Hectare,4330,Tonnes,0.421534268
Karnataka,BELGAUM,Sunflower,2002-03,Summer,769,Hectare,468,Tonnes,0.608582575
Karnataka,BELGAUM,Sunflower,2003-04,Kharif,6917,Hectare,5032,Tonnes,0.727483013
Karnataka,BELGAUM,Sunflower,2003-04,Rabi,22349,Hectare,8675,Tonnes,0.388160544
Karnataka,BELGAUM,Sunflower,2003-04,Summer,1507,Hectare,796,Tonnes,0.528201725
Karnataka,BELLARY,Sunflower,2001-02,Kharif,13975,Hectare,6648,Tonnes,0.475706619
Karnataka,BELLARY,Sunflower,2001-02,Rabi,31843,Hectare,12359,Tonnes,0.388122978
Karnataka,BELLARY,Sunflower,2001-02,Summer,4054,Hectare,2734,Tonnes,0.674395659
Karnataka,BELLARY,Sunflower,2002-03,Kharif,22834,Hectare,10031,Tonnes,0.439301042
Karnataka,BELLARY,Sunflower,2002-03,Rabi,35564,Hectare,9300,Tonnes,0.261500394
Karnataka,BELLARY,Sunflower,2002-03,Summer,3448,Hectare,2057,Tonnes,0.596577726
Karnataka,BELLARY,Sunflower,2003-04,Kharif,29880,Hectare,13043,Tonnes,0.436512718
Karnataka,BELLARY,Sunflower,2003-04,Rabi,58584,Hectare,14922,Tonnes,0.254711184
Karnataka,BELLARY,Sunflower,2003-04,Summer,4252,Hectare,2210,Tonnes,0.519755409
Karnataka,BENGALURU URBAN,Sunflower,2001-02,Kharif,8,Hectare,7,Tonnes,0.875
Karnataka,BENGALURU URBAN,Sunflower,2002-03,Kharif,7,Hectare,5,Tonnes,0.714285714
Karnataka,BENGALURU URBAN,Sunflower,2002-03,Summer,1,Hectare,1,Tonnes,1
Karnataka,BENGALURU URBAN,Sunflower,2003-04,Rabi,1,Hectare,1,Tonnes,1
Karnataka,BIDAR,Sunflower,2001-02,Kharif,4122,Hectare,1119,Tonnes,0.27147016
Karnataka,BIDAR,Sunflower,2001-02,Rabi,4489,Hectare,1817,Tonnes,0.404767209
Karnataka,BIDAR,Sunflower,2001-02,Summer,202,Hectare,165,Tonnes,0.816831683
Karnataka,BIDAR,Sunflower,2002-03,Kharif,4461,Hectare,1551,Tonnes,0.347679892
Karnataka,BIDAR,Sunflower,2002-03,Rabi,4671,Hectare,2482,Tonnes,0.531363734
Karnataka,BIDAR,Sunflower,2002-03,Summer,83,Hectare,50,Tonnes,0.602409639
Karnataka,BIDAR,Sunflower,2003-04,Kharif,5560,Hectare,2501,Tonnes,0.449820144
Karnataka,BIDAR,Sunflower,2003-04,Rabi,5052,Hectare,2838,Tonnes,0.56175772
Karnataka,BIDAR,Sunflower,2003-04,Summer,39,Hectare,21,Tonnes,0.538461538
Karnataka,BIJAPUR,Sunflower,2001-02,Kharif,13307,Hectare,6112,Tonnes,0.459307132
Karnataka,BIJAPUR,Sunflower,2001-02,Rabi,148524,Hectare,55310,Tonnes,0.372397727
Karnataka,BIJAPUR,Sunflower,2001-02,Summer,1706,Hectare,942,Tonnes,0.552168816
Karnataka,BIJAPUR,Sunflower,2002-03,Kharif,40590,Hectare,16724,Tonnes,0.412022666
Karnataka,BIJAPUR,Sunflower,2002-03,Rabi,156710,Hectare,64332,Tonnes,0.41051624
Karnataka,BIJAPUR,Sunflower,2002-03,Summer,2130,Hectare,1295,Tonnes,0.607981221
Karnataka,BIJAPUR,Sunflower,2003-04,Kharif,48810,Hectare,23928,Tonnes,0.490227412
Karnataka,BIJAPUR,Sunflower,2003-04,Rabi,213421,Hectare,30700,Tonnes,0.143847138
Karnataka,BIJAPUR,Sunflower,2003-04,Summer,3133,Hectare,1432,Tonnes,0.457069901
Karnataka,CHAMARAJANAGAR,Sunflower,2001-02,Kharif,1952,Hectare,641,Tonnes,0.328381148
Karnataka,CHAMARAJANAGAR,Sunflower,2001-02,Rabi,2,Hectare,1,Tonnes,0.5
Karnataka,CHAMARAJANAGAR,Sunflower,2001-02,Summer,225,Hectare,184,Tonnes,0.817777778
Karnataka,CHAMARAJANAGAR,Sunflower,2002-03,Kharif,6219,Hectare,1380,Tonnes,0.221900627
Karnataka,CHAMARAJANAGAR,Sunflower,2002-03,Rabi,12,Hectare,8,Tonnes,0.666666667
Karnataka,CHAMARAJANAGAR,Sunflower,2002-03,Summer,72,Hectare,44,Tonnes,0.611111111
Karnataka,CHAMARAJANAGAR,Sunflower,2003-04,Kharif,3114,Hectare,502,Tonnes,0.16120745
Karnataka,CHAMARAJANAGAR,Sunflower,2003-04,Rabi,414,Hectare,317,Tonnes,0.765700483
Karnataka,CHAMARAJANAGAR,Sunflower,2003-04,Summer,419,Hectare,221,Tonnes,0.527446301
Karnataka,CHIKMAGALUR,Sunflower,2001-02,Kharif,3268,Hectare,1645,Tonnes,0.503365973
Karnataka,CHIKMAGALUR,Sunflower,2001-02,Rabi,283,Hectare,100,Tonnes,0.35335689
Karnataka,CHIKMAGALUR,Sunflower,2002-03,Kharif,8498,Hectare,2091,Tonnes,0.246057896
Karnataka,CHIKMAGALUR,Sunflower,2002-03,Rabi,11,Hectare,4,Tonnes,0.363636364
Karnataka,CHIKMAGALUR,Sunflower,2003-04,Kharif,9162,Hectare,1854,Tonnes,0.202357564
Karnataka,CHIKMAGALUR,Sunflower,2003-04,Rabi,173,Hectare,31,Tonnes,0.179190751
Karnataka,CHIKMAGALUR,Sunflower,2003-04,Summer,5,Hectare,3,Tonnes,0.6
Karnataka,CHITRADURGA,Sunflower,2001-02,Kharif,7559,Hectare,5409,Tonnes,0.715570843
Karnataka,CHITRADURGA,Sunflower,2001-02,Rabi,12816,Hectare,6531,Tonnes,0.509597378
Karnataka,CHITRADURGA,Sunflower,2001-02,Summer,1411,Hectare,1153,Tonnes,0.817150957
Karnataka,CHITRADURGA,Sunflower,2002-03,Kharif,18123,Hectare,8681,Tonnes,0.47900458
Karnataka,CHITRADURGA,Sunflower,2002-03,Rabi,25592,Hectare,11752,Tonnes,0.459206002
Karnataka,CHITRADURGA,Sunflower,2002-03,Summer,1965,Hectare,1195,Tonnes,0.608142494
Karnataka,CHITRADURGA,Sunflower,2003-04,Kharif,13230,Hectare,6163,Tonnes,0.465835223
Karnataka,CHITRADURGA,Sunflower,2003-04,Rabi,31182,Hectare,10457,Tonnes,0.33535373
Karnataka,CHITRADURGA,Sunflower,2003-04,Summer,1375,Hectare,1049,Tonnes,0.762909091
Karnataka,DAVANGERE,Sunflower,2001-02,Kharif,4899,Hectare,2446,Tonnes,0.499285568
Karnataka,DAVANGERE,Sunflower,2001-02,Rabi,4358,Hectare,1369,Tonnes,0.314134924
Karnataka,DAVANGERE,Sunflower,2001-02,Summer,986,Hectare,964,Tonnes,0.977687627
Karnataka,DAVANGERE,Sunflower,2002-03,Kharif,8594,Hectare,3562,Tonnes,0.414475215
Karnataka,DAVANGERE,Sunflower,2002-03,Rabi,5749,Hectare,1735,Tonnes,0.301791616
Karnataka,DAVANGERE,Sunflower,2002-03,Summer,1192,Hectare,711,Tonnes,0.59647651
Karnataka,DAVANGERE,Sunflower,2003-04,Kharif,11385,Hectare,4797,Tonnes,0.421343874
Karnataka,DAVANGERE,Sunflower,2003-04,Rabi,11227,Hectare,4189,Tonnes,0.373118375
Karnataka,DAVANGERE,Sunflower,2003-04,Summer,2583,Hectare,1364,Tonnes,0.528068138
Karnataka,DHARWAD,Sunflower,2001-02,Kharif,218,Hectare,83,Tonnes,0.380733945
Karnataka,DHARWAD,Sunflower,2001-02,Rabi,3061,Hectare,1157,Tonnes,0.377981052
Karnataka,DHARWAD,Sunflower,2002-03,Kharif,386,Hectare,149,Tonnes,0.386010363
Karnataka,DHARWAD,Sunflower,2002-03,Rabi,4260,Hectare,1700,Tonnes,0.399061033
Karnataka,DHARWAD,Sunflower,2002-03,Summer,10,Hectare,6,Tonnes,0.6
Karnataka,DHARWAD,Sunflower,2003-04,Kharif,205,Hectare,93,Tonnes,0.453658537
Karnataka,DHARWAD,Sunflower,2003-04,Rabi,8563,Hectare,1194,Tonnes,0.139437113
Karnataka,DHARWAD,Sunflower,2003-04,Summer,70,Hectare,37,Tonnes,0.528571429
Karnataka,GADAG,Sunflower,2001-02,Kharif,5548,Hectare,1963,Tonnes,0.353821197
Karnataka,GADAG,Sunflower,2001-02,Rabi,42020,Hectare,13877,Tonnes,0.330247501
Karnataka,GADAG,Sunflower,2001-02,Summer,2447,Hectare,1351,Tonnes,0.552104618
Karnataka,GADAG,Sunflower,2002-03,Kharif,12572,Hectare,3115,Tonnes,0.247772829
Karnataka,GADAG,Sunflower,2002-03,Rabi,49218,Hectare,9728,Tonnes,0.197651266
Karnataka,GADAG,Sunflower,2002-03,Summer,2200,Hectare,1018,Tonnes,0.462727273
Karnataka,GADAG,Sunflower,2003-04,Kharif,8219,Hectare,3847,Tonnes,0.468061808
Karnataka,GADAG,Sunflower,2003-04,Rabi,89240,Hectare,15591,Tonnes,0.174708651
Karnataka,GADAG,Sunflower,2003-04,Summer,1580,Hectare,1205,Tonnes,0.762658228
Karnataka,GULBARGA,Sunflower,2001-02,Kharif,15812,Hectare,6698,Tonnes,0.423602327
Karnataka,GULBARGA,Sunflower,2001-02,Rabi,32484,Hectare,14331,Tonnes,0.441171038
Karnataka,GULBARGA,Sunflower,2001-02,Summer,1736,Hectare,1418,Tonnes,0.816820276
Karnataka,GULBARGA,Sunflower,2002-03,Kharif,63695,Hectare,42044,Tonnes,0.660083209
Karnataka,GULBARGA,Sunflower,2002-03,Rabi,66321,Hectare,37704,Tonnes,0.568507712
Karnataka,GULBARGA,Sunflower,2002-03,Summer,2904,Hectare,1379,Tonnes,0.474862259
Karnataka,GULBARGA,Sunflower,2003-04,Kharif,94496,Hectare,50359,Tonnes,0.532922028
Karnataka,GULBARGA,Sunflower,2003-04,Rabi,61597,Hectare,26527,Tonnes,0.43065409
Karnataka,GULBARGA,Sunflower,2003-04,Summer,3101,Hectare,1417,Tonnes,0.456949371
Karnataka,HASSAN,Sunflower,2001-02,Kharif,1794,Hectare,1696,Tonnes,0.945373467
Karnataka,HASSAN,Sunflower,2001-02,Rabi,346,Hectare,214,Tonnes,0.61849711
Karnataka,HASSAN,Sunflower,2001-02,Summer,6,Hectare,5,Tonnes,0.833333333
Karnataka,HASSAN,Sunflower,2002-03,Kharif,7042,Hectare,2763,Tonnes,0.392360125
Karnataka,HASSAN,Sunflower,2002-03,Rabi,187,Hectare,83,Tonnes,0.443850267
Karnataka,HASSAN,Sunflower,2002-03,Summer,21,Hectare,13,Tonnes,0.619047619
Karnataka,HASSAN,Sunflower,2003-04,Kharif,5600,Hectare,1468,Tonnes,0.262142857
Karnataka,HASSAN,Sunflower,2003-04,Rabi,173,Hectare,63,Tonnes,0.36416185
Karnataka,HAVERI,Sunflower,2001-02,Kharif,1074,Hectare,491,Tonnes,0.45716946
Karnataka,HAVERI,Sunflower,2001-02,Rabi,1557,Hectare,957,Tonnes,0.614643545
Karnataka,HAVERI,Sunflower,2001-02,Summer,1174,Hectare,1148,Tonnes,0.977853492
Karnataka,HAVERI,Sunflower,2002-03,Kharif,2944,Hectare,1046,Tonnes,0.355298913
Karnataka,HAVERI,Sunflower,2002-03,Rabi,3712,Hectare,1549,Tonnes,0.417295259
Karnataka,HAVERI,Sunflower,2002-03,Summer,1363,Hectare,829,Tonnes,0.608217168
Karnataka,HAVERI,Sunflower,2003-04,Kharif,3184,Hectare,812,Tonnes,0.255025126
Karnataka,HAVERI,Sunflower,2003-04,Rabi,11844,Hectare,3601,Tonnes,0.304035799
